N_POINTS,CYCLE_NUMBER,DATA_MODE,DIRECTION,PLATFORM_NUMBER,POSITION_QC,PRES,PRES_ERROR,PRES_QC,PSAL,PSAL_ERROR,PSAL_QC,TEMP,TEMP_ERROR,TEMP_QC,TIME_QC,LATITUDE,LONGITUDE,TIME
227,118,R,A,4902590,1,14.0,,1,36.809,,1,27.386,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
228,118,R,A,4902590,1,14.9,,1,36.833,,1,27.211,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
229,118,R,A,4902590,1,15.8,,1,36.834,,1,27.057,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
230,118,R,A,4902590,1,16.7,,1,36.836,,1,27.029,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
231,118,R,A,4902590,1,17.6,,1,36.839,,1,26.999,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
232,118,R,A,4902590,1,18.9,,1,36.844,,1,26.881,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
233,118,R,A,4902590,1,20.2,,1,36.844,,1,26.831,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
234,118,R,A,4902590,1,20.9,,1,36.844,,1,26.8,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
235,118,R,A,4902590,1,21.9,,1,36.849,,1,26.718,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
236,118,R,A,4902590,1,23.0,,1,36.847,,1,26.671,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
237,118,R,A,4902590,1,24.0,,1,36.847,,1,26.606,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
238,118,R,A,4902590,1,25.2,,1,36.848,,1,26.521,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
239,118,R,A,4902590,1,25.9,,1,36.848,,1,26.497,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
240,118,R,A,4902590,1,26.7,,1,36.848,,1,26.441,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
241,118,R,A,4902590,1,27.9,,1,36.849,,1,26.413,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
242,118,R,A,4902590,1,29.1,,1,36.852,,1,26.374,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
243,118,R,A,4902590,1,29.9,,1,36.85,,1,26.374,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
244,118,R,A,4902590,1,30.8,,1,36.85,,1,26.363,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
245,118,R,A,4902590,1,31.6,,1,36.849,,1,26.353,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
246,118,R,A,4902590,1,32.9,,1,36.854,,1,26.262,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
247,118,R,A,4902590,1,34.3,,1,36.852,,1,26.248,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
248,118,R,A,4902590,1,35.1,,1,36.853,,1,26.238,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
249,118,R,A,4902590,1,36.0,,1,36.854,,1,26.228,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
250,118,R,A,4902590,1,36.9,,1,36.856,,1,26.184,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
251,118,R,A,4902590,1,37.8,,1,36.854,,1,26.165,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
252,118,R,A,4902590,1,38.7,,1,36.854,,1,26.157,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
253,118,R,A,4902590,1,39.6,,1,36.856,,1,26.131,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
254,118,R,A,4902590,1,40.9,,1,36.855,,1,26.115,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
255,118,R,A,4902590,1,42.3,,1,36.852,,1,26.09,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
256,118,R,A,4902590,1,43.3,,1,36.85,,1,26.074,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
257,118,R,A,4902590,1,44.2,,1,36.849,,1,26.054,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
258,118,R,A,4902590,1,45.1,,1,36.848,,1,26.043,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
259,118,R,A,4902590,1,46.0,,1,36.851,,1,26.037,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
260,118,R,A,4902590,1,46.9,,1,36.853,,1,26.024,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
261,118,R,A,4902590,1,47.8,,1,36.853,,1,26.012,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
262,118,R,A,4902590,1,48.7,,1,36.853,,1,25.977,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
263,118,R,A,4902590,1,49.6,,1,36.853,,1,25.935,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
264,118,R,A,4902590,1,50.9,,1,36.841,,1,25.852,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
265,118,R,A,4902590,1,52.4,,1,36.843,,1,25.778,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
266,118,R,A,4902590,1,53.3,,1,36.844,,1,25.762,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
267,118,R,A,4902590,1,54.3,,1,36.846,,1,25.739,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
268,118,R,A,4902590,1,55.2,,1,36.851,,1,25.705,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
269,118,R,A,4902590,1,56.1,,1,36.853,,1,25.669,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
270,118,R,A,4902590,1,57.1,,1,36.853,,1,25.642,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
271,118,R,A,4902590,1,58.0,,1,36.85,,1,25.624,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
272,118,R,A,4902590,1,59.0,,1,36.851,,1,25.612,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
273,118,R,A,4902590,1,59.9,,1,36.85,,1,25.581,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
274,118,R,A,4902590,1,60.9,,1,36.848,,1,25.553,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
275,118,R,A,4902590,1,61.8,,1,36.845,,1,25.521,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
276,118,R,A,4902590,1,62.7,,1,36.845,,1,25.503,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
277,118,R,A,4902590,1,63.7,,1,36.844,,1,25.496,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
278,118,R,A,4902590,1,64.6,,1,36.839,,1,25.471,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
279,118,R,A,4902590,1,65.9,,1,36.836,,1,25.453,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
280,118,R,A,4902590,1,67.3,,1,36.829,,1,25.37,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
281,118,R,A,4902590,1,68.2,,1,36.839,,1,25.263,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
282,118,R,A,4902590,1,69.1,,1,36.839,,1,25.208,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
283,118,R,A,4902590,1,70.0,,1,36.835,,1,25.203,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
284,118,R,A,4902590,1,70.9,,1,36.864,,1,25.02,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
285,118,R,A,4902590,1,71.8,,1,36.848,,1,24.96,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
286,118,R,A,4902590,1,72.8,,1,36.85,,1,24.911,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
287,118,R,A,4902590,1,73.7,,1,36.85,,1,24.886,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
288,118,R,A,4902590,1,74.7,,1,36.854,,1,24.843,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
289,118,R,A,4902590,1,75.6,,1,36.855,,1,24.815,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
290,118,R,A,4902590,1,76.9,,1,36.847,,1,24.769,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
291,118,R,A,4902590,1,78.3,,1,36.841,,1,24.722,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
292,118,R,A,4902590,1,79.1,,1,36.841,,1,24.684,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
293,118,R,A,4902590,1,79.9,,1,36.835,,1,24.569,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
294,118,R,A,4902590,1,80.7,,1,36.843,,1,24.383,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
295,118,R,A,4902590,1,82.0,,1,36.862,,1,24.207,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
296,118,R,A,4902590,1,83.3,,1,36.861,,1,23.985,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
297,118,R,A,4902590,1,84.0,,1,36.861,,1,23.885,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
298,118,R,A,4902590,1,85.0,,1,36.86,,1,23.829,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
299,118,R,A,4902590,1,86.2,,1,36.859,,1,23.8,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
300,118,R,A,4902590,1,86.9,,1,36.858,,1,23.792,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
301,118,R,A,4902590,1,87.9,,1,36.858,,1,23.713,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
302,118,R,A,4902590,1,89.1,,1,36.853,,1,23.595,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
303,118,R,A,4902590,1,89.8,,1,36.848,,1,23.535,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
304,118,R,A,4902590,1,90.9,,1,36.851,,1,23.44,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
305,118,R,A,4902590,1,92.1,,1,36.856,,1,23.331,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
306,118,R,A,4902590,1,92.9,,1,36.856,,1,23.266,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
307,118,R,A,4902590,1,93.6,,1,36.853,,1,23.209,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
308,118,R,A,4902590,1,94.9,,1,36.85,,1,23.101,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
309,118,R,A,4902590,1,96.2,,1,36.846,,1,22.804,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
310,118,R,A,4902590,1,97.1,,1,36.886,,1,22.395,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
311,118,R,A,4902590,1,98.1,,1,36.86,,1,22.207,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
312,118,R,A,4902590,1,99.0,,1,36.859,,1,22.188,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
313,118,R,A,4902590,1,99.9,,1,36.858,,1,22.17,,1,1,25.803028106689453,-71.77497863769531,2025-09-01 15:03:00
314,61,A,A,1902366,1,2.9,,1,36.84586,,1,30.298,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
315,61,A,A,1902366,1,3.2,,1,36.84486,,1,30.298,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
316,61,A,A,1902366,1,4.5,,1,36.84086,,1,30.25,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
317,61,A,A,1902366,1,5.4,,1,36.83986,,1,30.148,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
318,61,A,A,1902366,1,6.5,,1,36.83485,,1,30.083,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
319,61,A,A,1902366,1,7.5,,1,36.83585,,1,30.011,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
320,61,A,A,1902366,1,8.4,,1,36.84186,,1,29.952,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
321,61,A,A,1902366,1,9.5,,1,36.84786,,1,29.902,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
322,61,A,A,1902366,1,10.6,,1,36.84986,,1,29.885,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
323,61,A,A,1902366,1,12.3,,1,36.85286,,1,29.873,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
324,61,A,A,1902366,1,14.4,,1,36.85186,,1,29.862,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
325,61,A,A,1902366,1,16.5,,1,36.84786,,1,29.828,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
326,61,A,A,1902366,1,18.5,,1,36.84286,,1,29.774,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
327,61,A,A,1902366,1,20.5,,1,36.84087,,1,29.735,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
328,61,A,A,1902366,1,22.5,,1,36.84387,,1,29.729,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
329,61,A,A,1902366,1,24.6,,1,36.84687,,1,29.707,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
330,61,A,A,1902366,1,26.5,,1,36.84587,,1,29.677,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
331,61,A,A,1902366,1,28.3,,1,36.85487,,1,29.682,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
332,61,A,A,1902366,1,30.5,,1,36.84287,,1,29.645,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
333,61,A,A,1902366,1,32.5,,1,36.83987,,1,29.643,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
334,61,A,A,1902366,1,34.3,,1,36.83487,,1,29.611,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
335,61,A,A,1902366,1,36.4,,1,36.81987,,1,29.537,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
336,61,A,A,1902366,1,38.5,,1,36.80187,,1,29.464,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
337,61,A,A,1902366,1,40.4,,1,36.78587,,1,29.405,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
338,61,A,A,1902366,1,42.3,,1,36.79487,,1,29.347,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
339,61,A,A,1902366,1,44.4,,1,36.80188,,1,29.249,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
340,61,A,A,1902366,1,46.5,,1,36.79188,,1,28.988,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
341,61,A,A,1902366,1,48.4,,1,36.78587,,1,28.152,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
342,61,A,A,1902366,1,50.5,,1,36.79887,,1,27.468,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
343,61,A,A,1902366,1,52.5,,1,36.80987,,1,27.158,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
344,61,A,A,1902366,1,54.5,,1,36.83887,,1,26.842,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
345,61,A,A,1902366,1,56.4,,1,36.85287,,1,26.749,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
346,61,A,A,1902366,1,58.4,,1,36.86887,,1,26.646,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
347,61,A,A,1902366,1,60.4,,1,36.88887,,1,26.447,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
348,61,A,A,1902366,1,62.4,,1,36.89087,,1,26.218,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
349,61,A,A,1902366,1,64.5,,1,36.89388,,1,26.064,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
350,61,A,A,1902366,1,66.5,,1,36.91688,,1,25.936,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
351,61,A,A,1902366,1,68.5,,1,36.93188,,1,25.772,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
352,61,A,A,1902366,1,70.5,,1,36.94388,,1,25.664,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
353,61,A,A,1902366,1,72.5,,1,36.97487,,1,25.519,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
354,61,A,A,1902366,1,74.3,,1,36.98488,,1,25.379,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
355,61,A,A,1902366,1,76.3,,1,36.98588,,1,25.311,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
356,61,A,A,1902366,1,78.4,,1,36.98388,,1,25.233,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
357,61,A,A,1902366,1,80.3,,1,36.98588,,1,25.16,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
358,61,A,A,1902366,1,82.4,,1,36.98588,,1,25.051,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
359,61,A,A,1902366,1,84.5,,1,36.98288,,1,24.961,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
360,61,A,A,1902366,1,86.4,,1,36.98188,,1,24.907,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
361,61,A,A,1902366,1,88.4,,1,36.98088,,1,24.817,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
362,61,A,A,1902366,1,90.6,,1,36.97989,,1,24.763,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
363,61,A,A,1902366,1,92.4,,1,36.97688,,1,24.691,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
364,61,A,A,1902366,1,94.5,,1,36.97589,,1,24.604,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
365,61,A,A,1902366,1,96.6,,1,36.97289,,1,24.514,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
366,61,A,A,1902366,1,98.5,,1,36.96889,,1,24.44,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
367,61,A,A,1902366,1,100.3,,1,36.97089,,1,24.362,,1,1,24.20453,-67.51508,2025-09-01 20:50:14
368,251,R,A,4902440,1,0.4,,1,37.23,,1,29.623,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
369,251,R,A,4902440,1,0.9,,1,37.223,,1,29.632,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
370,251,R,A,4902440,1,1.8,,1,37.232,,1,29.629,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
371,251,R,A,4902440,1,3.1,,1,37.233,,1,29.622,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
372,251,R,A,4902440,1,4.2,,1,37.245,,1,29.578,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
373,251,R,A,4902440,1,5.0,,1,37.255,,1,29.495,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
374,251,R,A,4902440,1,5.9,,1,37.258,,1,29.446,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
375,251,R,A,4902440,1,6.8,,1,37.265,,1,29.417,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
376,251,R,A,4902440,1,7.7,,1,37.265,,1,29.4,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
377,251,R,A,4902440,1,8.6,,1,37.267,,1,29.396,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
378,251,R,A,4902440,1,9.9,,1,37.266,,1,29.392,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
379,251,R,A,4902440,1,11.3,,1,37.269,,1,29.39,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
380,251,R,A,4902440,1,12.2,,1,37.267,,1,29.39,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
381,251,R,A,4902440,1,13.1,,1,37.269,,1,29.387,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
382,251,R,A,4902440,1,14.0,,1,37.269,,1,29.381,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
383,251,R,A,4902440,1,14.9,,1,37.27,,1,29.381,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
384,251,R,A,4902440,1,15.9,,1,37.27,,1,29.38,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
385,251,R,A,4902440,1,16.8,,1,37.27,,1,29.382,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
386,251,R,A,4902440,1,17.6,,1,37.269,,1,29.377,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
387,251,R,A,4902440,1,18.9,,1,37.269,,1,29.369,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
388,251,R,A,4902440,1,20.2,,1,37.271,,1,29.373,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
389,251,R,A,4902440,1,21.1,,1,37.271,,1,29.372,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
390,251,R,A,4902440,1,21.9,,1,37.272,,1,29.368,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
391,251,R,A,4902440,1,22.9,,1,37.27,,1,29.367,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
392,251,R,A,4902440,1,24.2,,1,37.271,,1,29.366,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
393,251,R,A,4902440,1,24.9,,1,37.271,,1,29.363,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
394,251,R,A,4902440,1,26.1,,1,37.229,,1,29.146,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
395,251,R,A,4902440,1,26.9,,1,37.061,,1,27.506,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
396,251,R,A,4902440,1,28.0,,1,37.042,,1,27.024,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
397,251,R,A,4902440,1,29.1,,1,37.05,,1,26.647,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
398,251,R,A,4902440,1,30.1,,1,37.071,,1,26.534,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
399,251,R,A,4902440,1,31.0,,1,37.097,,1,26.449,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
400,251,R,A,4902440,1,32.2,,1,37.106,,1,26.348,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
401,251,R,A,4902440,1,33.1,,1,37.115,,1,26.327,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
402,251,R,A,4902440,1,34.2,,1,37.131,,1,26.29,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
403,251,R,A,4902440,1,34.8,,1,37.135,,1,26.264,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
404,251,R,A,4902440,1,36.0,,1,37.142,,1,26.199,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
405,251,R,A,4902440,1,36.8,,1,37.142,,1,26.095,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
406,251,R,A,4902440,1,37.8,,1,37.14,,1,26.017,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
407,251,R,A,4902440,1,38.8,,1,37.14,,1,25.966,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
408,251,R,A,4902440,1,40.0,,1,37.138,,1,25.895,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
409,251,R,A,4902440,1,41.1,,1,37.134,,1,25.805,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
410,251,R,A,4902440,1,42.2,,1,37.136,,1,25.659,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
411,251,R,A,4902440,1,43.1,,1,37.145,,1,25.614,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
412,251,R,A,4902440,1,43.9,,1,37.147,,1,25.534,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
413,251,R,A,4902440,1,45.2,,1,37.142,,1,25.45,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
414,251,R,A,4902440,1,46.0,,1,37.139,,1,25.4,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
415,251,R,A,4902440,1,47.0,,1,37.129,,1,25.295,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
416,251,R,A,4902440,1,48.1,,1,37.124,,1,25.247,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
417,251,R,A,4902440,1,49.0,,1,37.167,,1,25.168,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
418,251,R,A,4902440,1,49.7,,1,37.15,,1,25.129,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
419,251,R,A,4902440,1,50.7,,1,37.15,,1,25.079,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
420,251,R,A,4902440,1,51.8,,1,37.144,,1,24.939,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
421,251,R,A,4902440,1,52.9,,1,37.136,,1,24.806,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
422,251,R,A,4902440,1,54.1,,1,37.135,,1,24.772,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
423,251,R,A,4902440,1,55.0,,1,37.135,,1,24.756,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
424,251,R,A,4902440,1,55.9,,1,37.135,,1,24.741,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
425,251,R,A,4902440,1,57.1,,1,37.137,,1,24.719,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
426,251,R,A,4902440,1,58.1,,1,37.127,,1,24.674,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
427,251,R,A,4902440,1,59.0,,1,37.127,,1,24.58,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
428,251,R,A,4902440,1,60.1,,1,37.122,,1,24.494,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
429,251,R,A,4902440,1,61.1,,1,37.122,,1,24.429,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
430,251,R,A,4902440,1,62.1,,1,37.122,,1,24.407,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
431,251,R,A,4902440,1,62.8,,1,37.127,,1,24.363,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
432,251,R,A,4902440,1,63.8,,1,37.109,,1,24.189,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
433,251,R,A,4902440,1,64.8,,1,37.101,,1,24.069,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
434,251,R,A,4902440,1,65.8,,1,37.09,,1,23.904,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
435,251,R,A,4902440,1,66.9,,1,37.113,,1,23.797,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
436,251,R,A,4902440,1,67.8,,1,37.119,,1,23.764,,1,1,28.93075180053711,-54.606956481933594,2025-09-01 21:27:00
